job_number,job_scope,job_status_at_dwr_create,date,dwrNumber,jobNumber,dwrBillingType,additionalFields,labour.name,labour.unit,labour.quantity,timeCard.description,iStatus
24019,"[""Topographic Survey"",""Underground Utility Survey"",""Legal Survey""]",Ready to Schedule,2024-03-18,240325-004,24019,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Travel to office, download, drafting, check PE2N, delivery.""}]",CAD Drafting,HR,2.0,"DRAFTING ON SITE PLAN, MARKUPS FROM TK, CREATING DWG PACKAGE								
",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Job Setup,2024-03-06,240306-012,24020,DWR.TM,[],Estimating,HR,1.0,Estimate Setup. Locate Request. Review,Job Setup
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Job Setup,2024-03-06,240307-003,24020,DWR.TM,[],Estimating,HR,0.5,(KL) reviewing estimate,Job Setup
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-11,240311-016,24020,DWR.TM,[],Administrator,HR,0.5,Project Setup,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-11,240311-064,24020,DWR.TM,[],Survey Technician,HR,1.0,Communications back and forth with Jason and Tanya.,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-12,240312-062,24020,DWR.TM,[],Survey Technician,HR,6.5,"JH - travel from Cultus Lake, research GCMs, tie GCM. Set mags, start topo. Setup on mags, continue topo, checks. Drone restricted. Notes, travel, unload, data import, admin ",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-14,240314-023,24020,DWR.TM,[],Survey Technician,HR,5.0,"JH - load up, travel to site, FHA, send to TK. Tie control, utility locates by Mark at Quadra. Search and tie legal. Notes, upload data to drive, travel to other project. ",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-14,240315-024,24020,DWR.TM,[],Data Processing,HR,1.5,"PROCESSING JH FIELD DATA, SETTING UP TBC PROJECT",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-15,240315-026,24020,DWR.TM,[],CAD Drafting,HR,1.5,DRAFTING ON SITE PLAN,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-15,240315-036,24020,DWR.TM,[],Data Processing,HR,0.5,Create Control Table.,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-05,240318-011,24020,DWR.TM,[],Estimating,HR,1.5,Full estimate - research legal and utilities - excel and word,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-13,240318-024,24020,DWR.TM,[],Survey Technician,HR,1.5,prep for field - build legal base and review legal plans,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-14,240318-026,24020,DWR.TM,[],Survey Technician,HR,0.5,create points - send to JH,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-21,240321-017,24020,DWR.TM,[],Survey Technician,HR,4.0,"JH - load up, travel to site. Set up GNSS base and rover, log static. Upload data, travel. ",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-18,240325-005,24020,DWR.TM,[],CAD Drafting,HR,2.0,"DRAFTING ON SITE PLAN, ADDING LEGAL								
",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-19,240325-008,24020,DWR.TM,[],CAD Drafting,HR,1.0,"DRAFTING ON SITE PLAN, MARKUPS, CS",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-20,240325-015,24020,DWR.TM,[],CAD Drafting,HR,1.0,"DARFTING ON SITE PLAN								
",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-21,240325-017,24020,DWR.TM,[],CAD Drafting,HR,3.0,"UPDATING PLANS WITH NEW ELEVATION FROM NEW ADJUSTMENT, MARKUPS FROM TK, FINAL PACKAGE CREATION.								
",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-21,240325-017,24020,DWR.TM,[],Data Processing,HR,1.0,"UPDATING ADJUSTMENT WITH STATIC DATA, RE-EXPORTING ALL DATA.",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-20,240326-012,24020,DWR.TM,[],Data Processing,HR,1.0,discussions with TK on cannet not reliable and need to PPP,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-21,240326-013,24020,DWR.TM,[],Data Processing,HR,1.0,data processing with CS on the PPP and asking TK for what to hold ,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-28,240328-010,24020,DWR.TM,[],Survey Technician,HR,6.0,"JH - load up, travel to site, FHA. Topo parking lot. Quadra arrived, signed FHA, sent to TK. Finish with topo, locates, sign out with Quadra. Data import, travel, unload, admin ",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-19,240401-011,24020,DWR.TM,[],Survey Technician,HR,1.0,assess and work on legal,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-19,240401-011,24020,DWR.TM,[],Project Manager,HR,1.5,review,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-20,240401-014,24020,DWR.TM,[],Survey Technologist,HR,3.5,review legal plan - add natural boundaries and SRWs,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-20,240401-014,24020,DWR.TM,[],Survey Technician,HR,1.0,review data ,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-20,240401-014,24020,DWR.TM,[],Project Manager,HR,2.0,plan checking,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-28,240401-028,24020,DWR.TM,[],Data Processing,HR,1.0,PROCESSING JH FIELD DATA FOR ADDITONAL SURVEY,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-28,240401-028,24020,DWR.TM,[],CAD Drafting,HR,1.5,"DRAFTING ON SITE PLAN, ADDING ADDITIONAL SURVEY",Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-21,240401-030,24020,DWR.TM,[],Survey Technician,HR,3.0,review control - try and troubleshoot bad control and mitigate the issue (no PPP and holding a bad mon / bad base),Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-22,240401-033,24020,DWR.TM,[],Project Manager,HR,0.5,submission ,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-03-28,240401-042,24020,DWR.TM,[],Project Manager,HR,1.0,organize utilities,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-04-01,240404-010,24020,DWR.TM,[],Project Manager,HR,2.0,plan check and finalize - submissions,Ready to Schedule
24020,"[""Topographic Survey"",""Underground Utility Survey"",""Photo Mosaic"",""Legal Survey""]",Ready to Schedule,2024-04-01,240408-003,24020,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Travel to site, site inspection and safety forms completed, set control with GNSS Static, Topographic Survey, Underground Utility Survey, Travel to office, download, drafting, check PE2N, delivery.""}]",CAD Drafting,HR,5.0,"DRAFTING ON EV SITE PLAN, ADDING ADDITIONAL SURVEY, MARKUPS AND FINAL PACKAGE",Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Job Setup,2024-03-08,240308-010,E24-089,DWR.NC,[],Estimating,HR,1.0,"Estimate setup, locates",Job Setup
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240312-045,24023,DWR.TM,[],Administrator,HR,0.5,"Project setup, calls, emails",Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-13,240315-021,24023,DWR.TM,[],CAD Drafting,HR,2.0,DRAFTING ON SITE PLAN,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-13,240315-021,24023,DWR.TM,[],Data Processing,HR,1.5,"PROCESSING XS FIELD DATA, SETTING UP NETWORK ADJUSTMENT",Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-14,240315-023,24023,DWR.TM,[],CAD Drafting,HR,5.0,"DRAFTING ON SITE PLAN, CREATING CONTROL TABLE, MARKUPS AND FINAL PACKAGE CREATION",Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-21,240317-003,24023,DWR.TM,[],Survey Technician,HR,0.5,Reviewing plan before sending out.,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-05,240318-012,24023,DWR.TM,[],Estimating,HR,1.5,Full estimate - research legal and utilities - excel and word,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240318-017,24023,DWR.TM,[],Administrator,HR,1.5,research and arrange utilities,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240318-017,24023,DWR.TM,[],Survey Technician,HR,2.0,prep for field - manage and research legal and set up base,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-13,240318-022,24023,DWR.TM,[],Survey Technician,HR,2.0,assess legal and ties - build final base - based on evidence ,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-14,240318-027,24023,DWR.TM,[],Survey Technician,HR,1.0,review tied evidence - send Chris final legal base ,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-14,240318-027,24023,DWR.TM,[],Project Manager,HR,3.0,Plan checking and finalize/submit,Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-13,240318-043,24023,DWR.TM,[],Survey Technician,HR,11.25,"Travel to site, complete safety tools, check in with line locators, set control, search and tie legal, collect static, tie topo, tie locates, take photos, complete and submit notes, sketch and data, return to Nanaimo office. ",Ready to Schedule
24023,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240318-044,24023,DWR.TM,[],Survey Technician,HR,3.0,"false start. Drove half way to site, and return home, job must be done at night. Legal calcs.",Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Job Setup,2024-03-08,240308-011,24024,DWR.TM,[],Estimating,HR,1.25,"Estimate setup, locates, emails, calls",Job Setup
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240312-046,24024,DWR.TM,[],Administrator,HR,0.5,Project Setup,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-13,240313-022,24024,DWR.TM,[],Data Processing,HR,4.0,"Review legal and title lot.
Create legal linework for drafting and field use. ",Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-14,240314-019,24024,DWR.TM,[],Administrator,HR,1.5,SY - Meeting with David to go trough SSSP and filing the safety plan,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240315-025,24024,DWR.TM,[],CAD Drafting,HR,4.5,"DRAFTING ON SITE PLAN, ADDING LEGAL, MARKUPS, FINAL PACKAGE CREATION.",Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240315-025,24024,DWR.TM,[],Data Processing,HR,1.5,"PROCESSING XS FIELD DATA, CREATING NETWORK ADJUSTMENT.",Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240315-037,24024,DWR.TM,[],Data Processing,HR,1.5,Process data and create control table.,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240317-002,24024,DWR.TM,[],Survey Technician,HR,0.5,(KL) Review plans before sending out,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-05,240318-013,24024,DWR.TM,[],Estimating,HR,1.5,Full estimate - research legal and utilities - excel and word,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240318-018,24024,DWR.TM,[],Administrator,HR,1.5,research and arrange utilities,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-12,240318-018,24024,DWR.TM,[],Survey Technician,HR,2.0,prep for field - manage and research legal and set up base,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-14,240318-030,24024,DWR.TM,[],Survey Technician,HR,1.0,review tied evidence and start working on final legal base,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240318-032,24024,DWR.TM,[],Survey Technician,HR,1.0, evidence review,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240318-032,24024,DWR.TM,[],Survey Technician,HR,3.0,work legal - some evidence isn't fitting well - need to draft adjacent plans to resolve. final legal base sent to Chris ,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240318-032,24024,DWR.TM,[],Project Manager,HR,2.0,plan checking ,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240318-032,24024,DWR.TM,[],Survey Technician,HR,1.0,finalize and submit to client,Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240318-037,24024,DWR.TM,[],Administrator,HR,1.5,"Going through SSSP with David and Kevin
Preparing SSSP for Tanya",Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-15,240318-041,24024,DWR.TM,[],Survey Technician,HR,1.0,"Complete and submit notes, sketch and data. ",Ready to Schedule
24024,"[""Topographic Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-03-14,240318-042,24024,DWR.TM,[],Survey Technician,HR,11.0,"Travel to site, complete safety tools, check in with line locator, set control, search and calc legal, tie topo, tie Locates, tie legal, collect static, took photos, tear down, return to Nanaimo office. ",Ready to Schedule
24028,"[""As-Built Survey""]",Job Setup,2023-03-28,230328-015,E23-087,DWR.NC,[],Estimating,HR,1.25,"Estimate setup, call with client. internal discussions",Job Setup
24028,"[""As-Built Survey""]",Job Setup,2023-03-30,230330-006,E23-087,DWR.NC,[],Estimating,HR,1.0,"Rates, emails, submittal.",Job Setup
24028,"[""As-Built Survey""]",Job Setup,2023-11-06,231106-087,E23-087,DWR.NC,[],Estimating,HR,0.75,Call with client. Reactivate. Scope.,Job Setup
24028,"[""As-Built Survey""]",Job Setup,2023-11-07,231107-011,E23-087,DWR.NC,[],Estimating,HR,0.5,revise and submit.,Job Setup
24028,"[""As-Built Survey""]",Ready to Schedule,2024-03-18,240318-016,24028,DWR.TM,[],Administrator,HR,0.75,Project setup. Emails.,Ready to Schedule
24028,"[""As-Built Survey""]",Ready to Schedule,2024-03-18,240318-052,24028,DWR.TM,[],Project Manager,HR,0.5,"Review Documents and scope of the project.
Export existing control",Ready to Schedule
24028,"[""As-Built Survey""]",Ready to Schedule,2024-03-18,240318-052,24028,DWR.TM,[],Project Manager,HR,0.5,Communicate with Client and schedule field crew.,Ready to Schedule
24028,"[""As-Built Survey""]",Ready to Schedule,2024-03-25,240328-001,24028,DWR.TM,[],Survey Technologist,HR,11.0,As-built Water line,Ready to Schedule
